word_key,key,img_key,EnglishWord,PartOfSpeech,GeorgianWord,hint,priority,group,ExampleEnglish1,ExampleGeorgian1,tips
jump,jump_p2s,jump,You jump,verb-p2s,შენ ხტები,verb,2,verbs,You jump now.,შენ ახლა ხტები.,
jump,jump_p3s,jump,He/She/It jumps,verb-p3s,ის ხტება,verb,2,verbs,He jumps far.,ის შორს ხტება.,
jump,jump_p1p,jump,We jump,verb-p1p,ჩვენ ვხტებით,verb,2,verbs,We jump together.,ჩვენ ერთად ვხტებით.,
jump,jump_p2p,jump,You (pl) jump,verb-p2p,თქვენ ხტებით,verb,2,verbs,You (pl) jump over it.,თქვენ ზედ ხტებით.,
jump,jump_p3p,jump,They jump,verb-p3p,ისინი ხტებიან,verb,2,verbs,They jump often.,ისინი ხშირად ხტებიან.,
nature,nature,nature,nature,noun,ბუნება,category,2,general,We walked in nature,ჩვენ ბუნებაში ვიარეთ,
crowd,crowd,crowd,crowd,noun,ბრბო,people,2,general,The crowd was loud,ბრბო ხმაურიანი იყო,
fan,fan,fan,fan,noun,გულშემატკივარი,people,2,general,He is a football fan,ის ფეხბურთის გულშემატკივარია,Literal: Heart (გულ) supporter/cheerer.
centimeter,centimeter,centimeter,centimeter,noun,სანტიმეტრი,math_measurements,2,general,It is one centimeter long,ის ერთი სანტიმეტრის სიგრძისაა,
body,body,body,body,noun,სხეული,category,2,general,The human body is strong,ადამიანის სხეული ძლიერია,
poor,poor,poor,poor,adjective,ღარიბი,adjective,2,general,The poor man is hungry,ღარიბი კაცი მშიერია,
mean,mean,mean,mean,adjective,ბოროტი,adjective,2,general,Don’t be mean to him,ნუ იქნები მის მიმართ ბოროტი,"Also means ""evil"" or ""wicked""."
bill,bill,bill,bill,noun,ანგარიში,society,2,general,"The bill, please.","ანგარიში, თუ შეიძლება.","Also means ""account"" or ""score""."
smell,smell_inf,smell,to smell,verb-inf,ყნოსვა,verb,2,verbs,The smell of flowers is pleasant,ყვავილების ყნოსვა სასიამოვნოა,Refers to the act of smelling (sniffing).
smell,smell_p1s,smell,I smell,verb-p1s,მე ვყნოსავ,verb,2,verbs,I smell a flower.,მე ყვავილს ვყნოსავ.,
smell,smell_p2s,smell,You smell,verb-p2s,შენ ყნოსავ,verb,2,verbs,What do you smell?,რას ყნოსავ?,
smell,smell_p3s,smell,He/She/It smells,verb-p3s,ის ყნოსავს,verb,2,verbs,The dog smells.,ძაღლი ყნოსავს.,
smell,smell_p1p,smell,We smell,verb-p1p,ჩვენ ვყნოსავთ,verb,2,verbs,We smell the food.,ჩვენ საჭმელს ვყნოსავთ.,
smell,smell_p2p,smell,You (pl) smell,verb-p2p,თქვენ ყნოსავთ,verb,2,verbs,You (pl) smell the air.,თქვენ ჰაერს ყნოსავთ.,
smell,smell_p3p,smell,They smell,verb-p3p,ისინი ყნოსავენ,verb,2,verbs,They smell smoke.,ისინი კვამლს ყნოსავენ.,
weight,weight,weight,weight,noun,წონა,math_measurements,2,general,What's your weight?,რა არის შენი წონა?,
bottom,bottom,bottom,bottom,noun,ქვედა,directions,2,general,The box is on the bottom shelf,ქვედა თაროზე ყუთია,Root: ქვე (down/under).
material,material,material,material,noun,მასალა,category,2,general,We need more material,ჩვენ მეტი მასალა გვჭირდება,
back_direction,back_direction,back_direction,back,noun,უკანა,directions,2,general,He went out the back door,ის უკანა კარიდან გავიდა,Root: უკუ (reverse).
sick,sick,sick,sick,adjective,ავად,adjective,2,general,I am very sick today,დღეს ძალიან ავად ვარ,Short for ავადმყოფი (sick person).
sweat,sweat,sweat,sweat,noun,ოფლი,body,2,general,His face is full of sweat,მისი სახე ოფლით სავსეა,
race_ethnicity,race_ethnicity,race_ethnicity,race (ethnicity),noun,რასა,society,2,general,The human race is old,ადამიანთა რასა ძველია,
camp,camp,camp,camp,noun,ბანაკი,location,2,general,The children are at summer camp,ბავშვები საზაფხულო ბანაკში არიან,
taste,taste_inf,taste,to taste,verb-inf,გასინჯვა,verb,2,verbs,I want to taste it.,მინდა გავსინჯო.,
taste,taste_p1s,taste,I taste,verb-p1s,მე ვაგემოვნებ,verb,2,verbs,I taste the soup.,მე სუპს ვაგემოვნებ.,Root is გემო (taste). -ებ makes it a verb.
taste,taste_p2s,taste,You taste,verb-p2s,შენ აგემოვნებ,verb,2,verbs,You taste the wine.,შენ ღვინოს აგემოვნებ.,
taste,taste_p3s,taste,He/She/It tastes,verb-p3s,ის აგემოვნებს,verb,2,verbs,He tastes the food.,ის საჭმელს აგემოვნებს.,
taste,taste_p1p,taste,We taste,verb-p1p,ჩვენ ვაგემოვნებთ,verb,2,verbs,We taste everything.,ჩვენ ყველაფერს ვაგემოვნებთ.,
taste,taste_p2p,taste,You (pl) taste,verb-p2p,თქვენ აგემოვნებთ,verb,2,verbs,You (pl) taste it now.,თქვენ ახლა აგემოვნებთ.,
taste,taste_p3p,taste,They taste,verb-p3p,ისინი აგემოვნებენ,verb,2,verbs,They taste the cheese.,ისინი ყველს აგემოვნებენ.,
yard,yard,yard,yard,noun,ეზო,home,2,general,The children are playing in the yard,ბავშვები ეზოში თამაშობენ,
election,election,election,election,noun,არჩევნები,society,2,general,The election is tomorrow,არჩევნები ხვალ არის,Root: არჩევა (to choose).
radio,radio,radio,radio,noun,რადიო,electronics,2,general,I heard it on the radio,ეს რადიოში მოვისმინე,
rice,rice,rice,rice,noun,ბრინჯი,food,2,general,I ate rice and beans,მე ბრინჯი და ლობიო შევჭამე,
beverage,beverage,beverage,beverage,noun,სასმელი,category,2,general,This beverage is sweet,ეს სასმელი ტკბილია,Root: სმა (drink). Prefix სა- (thing for).
short_height,short_height,short_height,short (height),adjective,დაბალი,adjective,2,general,He is a short boy,ის დაბალი ბიჭია,"Also means ""low""."
energy,energy,energy,energy,noun,ენერგია,society,2,general,She has no energy today,დღეს მას ენერგია არ აქვს,
adult,adult,adult,adult,noun,ზრდასრული,people,2,general,Only adults can enter,მხოლოდ ზრდასრულები შეიძლება შევიდნენ,Literal: Growth (ზრდა) + Completed/Full (სრული).
touch,touch_inf,touch,to touch,verb-inf,შეხება,verb,2,verbs,Touching the painting is forbidden,სურათზე შეხება აკრძალულია,
touch,touch_p1s,touch,I touch,verb-p1s,მე ვეხები,verb,2,verbs,I touch the screen.,მე ეკრანს ვეხები.,
touch,touch_p2s,touch,You touch,verb-p2s,შენ ეხები,verb,2,verbs,You touch the wall.,შენ კედელს ეხები.,
touch,touch_p3s,touch,He/She/It touches,verb-p3s,ის ეხება,verb,2,verbs,He touches his nose.,ის ცხვირზე ეხება.,
touch,touch_p1p,touch,We touch,verb-p1p,ჩვენ ვეხებით,verb,2,verbs,We touch the water.,ჩვენ წყალს ვეხებით.,
touch,touch_p2p,touch,You (pl) touch,verb-p2p,თქვენ ეხებით,verb,2,verbs,You (pl) touch the book.,თქვენ წიგნს ეხებით.,
touch,touch_p3p,touch,They touch,verb-p3p,ისინი ეხებიან,verb,2,verbs,They touch the statue.,ისინი ქანდაკებას ეხებიან.,
famous,famous,famous,famous,adjective,ცნობილი,adjective,2,general,very famous,ძალიან ცნობილი,Root: ცნობა (knowing).
copper,copper,copper,copper,noun,სპილენძი,materials,2,general,The pot is made of copper,ქვაბი სპილენძისაა,
valley,valley,valley,valley,noun,ველი,nature,2,general,We walked through the green valley,ჩვენ მწვანე ველზე გავიარეთ,"Also means ""field""."
sign,sign,sign,sign,noun,ნიშანი,society,2,general,I saw a road sign,საგზაო ნიშანი დავინახე,
blind,blind,blind,blind,adjective,ბრმა,adjective,2,general,He helped the blind man,მან ბრმა კაცი დაეხმარა,
hat,hat,hat,hat,noun,ქუდი,clothing,2,general,She put on a hat,მან ქუდი დაიხურა,
edge,edge,edge,edge,noun,ზღვარი,math_measurements,2,general,We are standing at the edge,ჩვენ ზღვარზე ვდგავართ,"Also means ""limit"" or ""border""."
third,third,third,3rd,noun,მესამე,numbers,2,general,She finished in third place,ის მესამე ადგილზე გავიდა,Ordinal: მე- + სამი + -ე.
kiss,kiss_inf,kiss,to kiss,verb-inf,კოცნა,verb,2,verbs,a sweet kiss,ტკბილი კოცნა,
kiss,kiss_p1s,kiss,I kiss,verb-p1s,მე ვკოცნი,verb,2,verbs,I kiss you.,მე შენ გკოცნი.,
kiss,kiss_p2s,kiss,You kiss,verb-p2s,შენ კოცნი,verb,2,verbs,You kiss him.,შენ მას კოცნი.,
kiss,kiss_p3s,kiss,He/She/It kisses,verb-p3s,ის კოცნის,verb,2,verbs,She kisses the baby.,ის ბავშვს კოცნის.,
kiss,kiss_p1p,kiss,We kiss,verb-p1p,ჩვენ ვკოცნით,verb,2,verbs,We kiss each other.,ჩვენ ერთმანეთს ვკოცნით.,
kiss,kiss_p2p,kiss,You (pl) kiss,verb-p2p,თქვენ კოცნით,verb,2,verbs,You (pl) kiss them.,თქვენ მათ კოცნით.,
kiss,kiss_p3p,kiss,They kiss,verb-p3p,ისინი კოცნიან,verb,2,verbs,They kiss goodbye.,ისინი დამშვიდობებისას კოცნიან.,
piece,piece,piece,piece,noun,ნაწილი,misc_nouns,2,general,a piece of cake,ტორტის ნაჭერი,
market,market,market,market,noun,ბაზარი,location,2,general,Let's go to the market.,წავიდეთ ბაზარში.,
death,death,death,death,noun,სიკვდილი,society,2,general,life and death,სიცოცხლე და სიკვდილი,
ugly,ugly,ugly,ugly,adjective,მახინჯი,adjective,2,general,That sweater is ugly.,ეს სვიტერი მახინჯია.,
pork,pork,pork,pork,noun,ღორის ხორცი,food,2,general,I don't eat pork.,მე არ ვჭამ ღორის ხორცს.,
room,room,room,room,noun,ოთახი,location,2,general,The room is big.,ოთახი დიდია.,
winter,winter,winter,winter,noun,ზამთარი,seasons,2,general,Winter is coming.,ზამთარი მოდის.,
hole,hole,hole,hole,noun,ხვრელი,misc_nouns,2,general,There is a hole in the wall,კედელში ხვრელია,Root: ხვრეტა (drilling/piercing).
burn,burn_inf,burn,to burn,verb-inf,წვვა,verb,2,verbs,Burning wood makes smoke,ხის წვა კვამლს ქმნის,
burn,burn_p1s,burn,I burn,verb-p1s,მე ვწვავ,verb,2,verbs,I burn the letters.,მე წერილებს ვწვავ.,
burn,burn_p2s,burn,You burn,verb-p2s,შენ წვავ,verb,2,verbs,You burn the wood.,შენ შეშას წვავ.,
burn,burn_p3s,burn,He/She/It burns,verb-p3s,ის წვავს,verb,2,verbs,The sun burns my skin.,მზე ჩემს კანს წვავს.,
burn,burn_p1p,burn,We burn,verb-p1p,ჩვენ ვწვავთ,verb,2,verbs,We burn the trash.,ჩვენ ნაგავს ვწვავთ.,
burn,burn_p2p,burn,You (pl) burn,verb-p2p,თქვენ წვავთ,verb,2,verbs,You (pl) burn candles.,თქვენ სანთლებს წვავთ.,
burn,burn_p3p,burn,They burn,verb-p3p,ისინი წვავენ,verb,2,verbs,They burn old photos.,ისინი ძველ ფოტოებს წვავენ.,
light_brightness,light_brightness,light_brightness,light (brightness),adjective,ნათელი,adjective,2,general,a bright future,ნათელი მომავალი,
june,june,june,June,noun,ივნისი,months,2,general,My birthday is in June.,ჩემი დაბადების დღე ივნისშია.,
banana,banana,banana,banana,noun,ბანანი,food,2,general,He ate a banana,მან ბანანი შეჭამა,
one_hundred_two,one_hundred_two,one_hundred_two,102,noun,ას ორი,numbers,2,general,Page one hundred two is missing,გვერდი ას ორი აკლია,
plastic,plastic,plastic,plastic,noun,პლასტმასი,materials,2,general,This bag is made of plastic,ეს ჩანთა პლასტმასისაა,
soap,soap,soap,soap,noun,საპონი,home,2,general,There is no soap in the bathroom,აბაზანაში საპონი აღარ არის,
milk,milk,milk,milk,noun,რძე,beverages,2,general,The milk is cold,რძე ცივია,
library,library,library,library,noun,ბიბლიოთეკა,location,2,general,I'm going to the library.,მე ბიბლიოთეკაში მივდივარ.,Place (თეკა) for bible/books (ბიბლიო).
melt,melt_inf,melt,to melt,verb-inf,დნობა,verb,2,verbs,Ice melting is slow,ყინულის დნობა ნელია,
melt,melt_p1s,melt,I melt,verb-p1s,მე ვადნობ,verb,2,verbs,I melt the butter.,მე კარაქს ვადნობ.,
melt,melt_p2s,melt,You melt,verb-p2s,შენ ადნობ,verb,2,verbs,You melt the chocolate.,შენ შოკოლადს ადნობ.,
melt,melt_p3s,melt,He/She/It melts,verb-p3s,ის ადნობს,verb,2,verbs,He melts the gold.,ის ოქროს ადნობს.,
melt,melt_p1p,melt,We melt,verb-p1p,ჩვენ ვადნობთ,verb,2,verbs,We melt the plastic.,ჩვენ პლასტმასს ვადნობთ.,
melt,melt_p2p,melt,You (pl) melt,verb-p2p,თქვენ ადნობთ,verb,2,verbs,You (pl) melt the metal.,თქვენ მეტალს ადნობთ.,
melt,melt_p3p,melt,They melt,verb-p3p,ისინი ადნობენ,verb,2,verbs,They melt the candles.,ისინი სანთლებს ადნობენ.,
song,song,song,song,noun,სიმღერა,art,2,general,Sing me a song.,მიმღერე სიმღერა.,Root: მღერა (to sing).
chicken,chicken,chicken,chicken,noun,ქათამი,food,2,general,fried chicken is delicious,შემწვარი ქათამი გემრიელია,
book,book,book,book,noun,წიგნი,home,2,general,I am reading a book.,მე წიგნს ვკითხულობ.,
store,store,store,store/shop,noun,მაღაზია,location,2,general,The store is open.,მაღაზია ღიაა.,
king,king,king,king,noun,მეფე,people,2,general,The king is powerful,მეფე ძლიერი არის,"Warning: მეფე is King, დედოფალი is Queen (literally Mother-Ruler)."
first,first,first,1st,noun,პირველი,numbers,2,general,You are first.,შენ პირველი ხარ.,
neighbor,neighbor,neighbor,neighbor,noun,მეზობელი,people,2,general,My neighbor is nice.,ჩემი მეზობელი კეთილია.,
god,god,god,God,noun,ღმერთი,society,2,general,Oh my God!,ღმერთო ჩემო!,
dig,dig_inf,dig,to dig,verb-inf,თხრა,verb,2,verbs,Digging the ground is hard,მიწის თხრა ძნელია,
dig,dig_p1s,dig,I dig,verb-p1s,მე ვთხრი,verb,2,verbs,I dig a hole.,მე ორმოს ვთხრი.,
dig,dig_p2s,dig,You dig,verb-p2s,შენ თხრი,verb,2,verbs,You dig in the garden.,შენ ბაღში თხრი.,
dig,dig_p3s,dig,He/She/It digs,verb-p3s,ის თხრის,verb,2,verbs,The dog digs.,ძაღლი თხრის.,
dig,dig_p1p,dig,We dig,verb-p1p,ჩვენ ვთხრით,verb,2,verbs,We dig for treasure.,ჩვენ განძს ვთხრით.,
dig,dig_p2p,dig,You (pl) dig,verb-p2p,თქვენ თხრით,verb,2,verbs,You (pl) dig a tunnel.,თქვენ გვირაბს თხრით.,
dig,dig_p3p,dig,They dig,verb-p3p,ისინი თხრიან,verb,2,verbs,They dig a well.,ისინი ჭას თხრიან.,
office,office,office,office,noun,ოფისი,location,2,general,He works in an office.,ის ოფისში მუშაობს.,
verb,verb,verb,verb,noun,ზმნა,category,2,general,This word is a verb.,ეს სიტყვა ზმნაა.,
secretary,secretary,secretary,secretary,noun,მდივანი,job,2,general,The secretary is busy.,მდივანი დაკავებულია.,
patient,patient,patient,patient,noun,პაციენტი,job,2,general,The doctor helps the patient.,ექიმი ეხმარება პაციენტს.,
arm,arm,arm,arm,noun,მკლავი,body,2,general,My left arm hurts.,ჩემი მარცხენა მკლავი მტკივა.,
leg,leg,leg,leg,noun,ფეხი,body,2,general,He broke his leg.,მან ფეხი მოიტეხა.,"Also means ""foot""."
beach,beach,beach,beach,noun,სანაპირო,nature,2,general,Let's go to the beach.,წავიდეთ სანაპიროზე.,"Literally ""place by the shore"" (ნაპირი)."
sport,sport,sport,sport,noun,სპორტი,society,2,general,What is your favorite sport?,რა არის შენი საყვარელი სპორტი?,
explode,explode_inf,explode,to explode,verb-inf,ფეთქება,verb,2,verbs,The explosion of the bomb was loud,ბომბის ფეთქება ხმამაღალი იყო,
explode,explode_p1s,explode,I explode,verb-p1s,მე ვფეთქდები,verb,2,verbs,I explode with anger.,მე ბრაზისგან ვფეთქდები.,
explode,explode_p2s,explode,You explode,verb-p2s,შენ ფეთქდები,verb,2,verbs,You explode with joy.,შენ სიხარულისგან ფეთქდები.,
explode,explode_p3s,explode,He/She/It explodes,verb-p3s,ის ფეთქდება,verb,2,verbs,The bomb explodes.,ბომბი ფეთქდება.,
explode,explode_p1p,explode,We explode,verb-p1p,ჩვენ ვფეთქდებით,verb,2,verbs,We explode with laughter.,ჩვენ სიცილისგან ვფეთქდებით.,
explode,explode_p2p,explode,You (pl) explode,verb-p2p,თქვენ ფეთქდებით,verb,2,verbs,You (pl) will explode.,თქვენ აფეთქდებით.,
explode,explode_p3p,explode,They explode,verb-p3p,ისინი ფეთქდებიან,verb,2,verbs,The fireworks explode.,ფეიერვერკები ფეთქდება.,
key_object,key_object,key_object,key,noun,გასაღები,home,2,general,Where is the key?,სად არის გასაღები?,"Prefix გა- (opening). Literally ""opener""."
police,police,police,police,noun,პოლიცია,job,2,general,Call the police!,პოლიცია გამოიძახეთ!,
adjective,adjective,adjective,adjective,noun,ზედსართავი სახელი,category,2,general,'Big' is an adjective.,'დიდი' ზედსართავი სახელია.,Literal: Added-on (ზედსართავი) name (სახელი).
student,student,student,student,noun,სტუდენტი,job,2,general,He is a good student.,ის კარგი სტუდენტია.,
soft,soft,soft,soft,adjective,რბილი,adjective,2,general,The pillow is soft.,ბალიში რბილია.,
reporter,reporter,reporter,reporter,noun,რეპორტიორი,job,2,general,She is a TV reporter.,ის ტელე-რეპორტიორია.,
friend,friend,friend,friend,noun,მეგობარი,people,2,general,My friend came today,ჩემი მეგობარი დღეს მოვიდა,
sky,sky,sky,sky,noun,ცა,nature,2,general,Birds are flying in the sky,ცაში ფრინავენ ჩიტები,
sit,sit_inf,sit,to sit,verb-inf,ჯდომა,verb,2,verbs,Sitting here is comfortable,აქ ჯდომა კომფორტულია,
sit,sit_p1s,sit,I sit,verb-p1s,მე ვზივარ,verb,2,verbs,I sit on the chair.,მე სკამზე ვზივარ.,
sit,sit_p2s,sit,You sit,verb-p2s,შენ ზიხარ,verb,2,verbs,You sit next to me.,შენ ჩემს გვერდით ზიხარ.,
sit,sit_p3s,sit,He/She/It sits,verb-p3s,ის ზის,verb,2,verbs,The cat sits on the table.,კატა მაგიდაზე ზის.,
sit,sit_p1p,sit,We sit,verb-p1p,ჩვენ ვსხედვართ,verb,2,verbs,We sit together.,ჩვენ ერთად ვსხედვართ.,
sit,sit_p2p,sit,You (pl) sit,verb-p2p,თქვენ სხედხართ,verb,2,verbs,You (pl) sit over there.,თქვენ იქ სხედხართ.,
sit,sit_p3p,sit,They sit,verb-p3p,ისინი სხედან,verb,2,verbs,They sit on the floor.,ისინი იატაკზე სხედან.,
tight,tight,tight,tight,adjective,მჭიდრო,adjective,2,general,These pants are too tight.,ეს შარვალი ძალიან მჭიდროა.,
lip,lip,lip,lip,noun,ტუჩი,body,2,general,My lips are dry.,ტუჩები გამიშრა.,
tool,tool,tool,tool,noun,ხელსაწყო,home,2,general,This is a useful tool.,ეს სასარგებლო ხელსაწყოა.,
toe,toe,toe,toe,noun,ფეხის თითი,body,2,general,I hurt my big toe.,ფეხის დიდი თითი ვიტკინე.,"Literally ""finger of the foot""."
hand,hand,hand,hand,noun,ხელი,body,2,general,Wash your hands.,დაიბანე ხელები.,
april,april,april,April,noun,აპრილი,months,2,general,It often rains in April.,აპრილში ხშირად წვიმს.,
photograph,photograph,photograph,photograph,noun,ფოტო,home,2,general,Let's take a photograph.,ფოტო გადავიღოთ.,
deep,deep,deep,deep,adjective,ღრმა,adjective,2,general,The water is very deep.,წყალი ძალიან ღრმაა.,
stand,stand_inf,stand,to stand,verb-inf,დგომა,verb,2,verbs,to stand in line,რიგში დგომა,
stand,stand_p1s,stand,I stand,verb-p1s,მე ვდგავარ,verb,2,verbs,I stand near the window.,მე ფანჯარასთან ვდგავარ.,
stand,stand_p2s,stand,You stand,verb-p2s,შენ დგახარ,verb,2,verbs,You stand here.,შენ აქ დგახარ.,
stand,stand_p3s,stand,He/She/It stands,verb-p3s,ის დგას,verb,2,verbs,The statue stands in the park.,ქანდაკება პარკში დგას.,
stand,stand_p1p,stand,We stand,verb-p1p,ჩვენ ვდგავართ,verb,2,verbs,We stand together.,ჩვენ ერთად ვდგავართ.,
stand,stand_p2p,stand,You (pl) stand,verb-p2p,თქვენ დგახართ,verb,2,verbs,You (pl) stand over there.,თქვენ იქ დგახართ.,
stand,stand_p3p,stand,They stand,verb-p3p,ისინი დგანან,verb,2,verbs,They stand in a circle.,ისინი წრეში დგანან.,
map,map,map,map,noun,რუკა,misc_nouns,2,general,Look at the map.,რუკას დახედე.,
husband,husband,husband,husband,noun,ქმარი,people,2,general,She loves her husband.,მას უყვარს თავისი ქმარი.,
dress,dress,dress,dress,noun,კაბა,clothing,2,general,She bought a new dress.,მან ახალი კაბა იყიდა.,
leaf,leaf,leaf,leaf,noun,ფოთოლი,nature,2,general,The leaves are falling.,ფოთლები ცვივა.,
glass,glass,glass,glass,noun,მინა,materials,2,general,The window is made of glass.,ფანჯარა მინისგანაა გაკეთებული.,
color,color,color,color,noun,ფერი,category,2,general,What's your favorite color?,რა არის შენი საყვარელი ფერი?,
one_thousand,one_thousand,one_thousand,1000,noun,ათასი,numbers,2,general,one thousand people,ათასი ადამიანი,
narrow,narrow,narrow,narrow,adjective,ვიწრო,adjective,2,general,The street is narrow.,ქუჩა ვიწროა.,
pass_by,pass_by_inf,pass_by,to pass by,verb-inf,ჩავლა,verb,2,verbs,to pass by the house,სახლისთვის ჩავლა,
pass_by,pass_by_p1s,pass_by,I pass by,verb-p1s,მე ჩავუვლი,verb,2,verbs,I pass by the school.,მე სკოლას ჩავუვლი.,
pass_by,pass_by_p2s,pass_by,You pass by,verb-p2s,შენ ჩაუვლი,verb,2,verbs,You pass by the park.,შენ პარკს ჩაუვლი.,
pass_by,pass_by_p3s,pass_by,He/She/It passes by,verb-p3s,ის ჩაუვლის,verb,2,verbs,A car passes by.,მანქანა ჩაუვლის.,
pass_by,pass_by_p1p,pass_by,We pass by,verb-p1p,ჩვენ ჩავუვლით,verb,2,verbs,We pass by the store.,ჩვენ მაღაზიას ჩავუვლით.,
pass_by,pass_by_p2p,pass_by,You (pl) pass by,verb-p2p,თქვენ ჩაუვლით,verb,2,verbs,You (pl) pass by my house.,თქვენ ჩემს სახლს ჩაუვლით.,
pass_by,pass_by_p3p,pass_by,They pass by,verb-p3p,ისინი ჩაუვლიან,verb,2,verbs,They pass by the river.,ისინი მდინარეს ჩაუვლიან.,
light,light,light,light,noun,სინათლე,misc_nouns,2,general,Turn on the light.,შუქი აანთე.,Root is ნათელი (bright/light).
air,air,air,air,noun,ჰაერი,nature,2,general,I need some fresh air.,სუფთა ჰაერი მჭირდება.,
prison,prison,prison,prison,noun,ციხე,society,2,general,He is in prison.,ის ციხეშია.,"Also means ""fortress"" or ""castle""."
apple,apple,apple,apple,noun,ვაშლი,food,2,general,I like to eat an apple.,მე მიყვარს ვაშლის ჭამა.,
thick,thick,thick,thick,adjective,სქელი,adjective,2,general,This is a thick book.,ეს სქელი წიგნია.,
rich,rich,rich,rich,adjective,მდიდარი,adjective,2,general,He is a rich man.,ის მდიდარი კაცია.,
child,child,child,child,noun,ბავშვი,people,2,general,The child is playing.,ბავშვი თამაშობს.,
image,image,image,image,noun,გამოსახულება,misc_nouns,2,general,a clear image on the screen,ეკრანზე მკაფიო გამოსახულება,Root is სახე (face/image).
cut,cut_inf,cut,to cut,verb-inf,ჭრა,verb,2,verbs,Cutting bread makes crumbs,პურის ჭრა ნამცეცებს აკეთებს,
cut,cut_p1s,cut,I cut,verb-p1s,მე ვჭრი,verb,2,verbs,I cut the bread.,მე პურს ვჭრი.,
cut,cut_p2s,cut,You cut,verb-p2s,შენ ჭრი,verb,2,verbs,You cut the paper.,შენ ქაღალდს ჭრი.,
cut,cut_p3s,cut,He/She/It cuts,verb-p3s,ის ჭრის,verb,2,verbs,She cuts her hair.,ის თმას იჭრის.,
cut,cut_p1p,cut,We cut,verb-p1p,ჩვენ ვჭრით,verb,2,verbs,We cut the cake.,ჩვენ ტორტს ვჭრით.,
cut,cut_p2p,cut,You (pl) cut,verb-p2p,თქვენ ჭრით,verb,2,verbs,You (pl) cut the rope.,თქვენ თოკს ჭრით.,
cut,cut_p3p,cut,They cut,verb-p3p,ისინი ჭრიან,verb,2,verbs,They cut the wood.,ისინი შეშას ჭრიან.,
game,game,game,game,noun,თამაში,society,2,general,Let's play a game.,"მოდი, ვითამაშოთ თამაში.",
hospital,hospital,hospital,hospital,noun,საავადმყოფო,location,2,general,She works at a hospital.,ის საავადმყოფოში მუშაობს.,Breakdown: სა- (place for) + ავადმყოფი (sick person).
bar,bar,bar,bar,noun,ბარი,location,2,general,Let's go to the bar.,წავიდეთ ბარში.,
university,university,university,university,noun,უნივერსიტეტი,location,2,general,He studies at a university.,ის უნივერსიტეტში სწავლობს.,
low,low,low,low,adjective,დაბალი,adjective,2,general,The price is low.,ფასი დაბალია.,
male,male,male,male,adjective,მამრობითი,adjective,2,general,male and female,მამრობითი და მდედრობითი,Root is მამა (father).
wind,wind,wind,wind,noun,ქარი,nature,2,general,The wind is strong today.,დღეს ძლიერი ქარია.,
back_body,back_body,back_body,back,noun,ზურგი,body,2,general,My back hurts.,ზურგი მტკივა.,
fight,fight_inf,fight,to fight,verb-inf,ბრძოლა,verb,2,verbs,to fight for your rights,შენი უფლებებისთვის ბრძოლა,
fight,fight_p1s,fight,I fight,verb-p1s,მე ვიბრძვი,verb,2,verbs,I fight for justice.,მე სამართლიანობისთვის ვიბრძვი.,
fight,fight_p2s,fight,You fight,verb-p2s,შენ იბრძვი,verb,2,verbs,You fight with courage.,შენ გამბედაობით იბრძვი.,
fight,fight_p3s,fight,He/She/It fights,verb-p3s,ის იბრძვის,verb,2,verbs,He fights against injustice.,ის უსამართლობას ებრძვის.,
fight,fight_p1p,fight,We fight,verb-p1p,ჩვენ ვიბრძვით,verb,2,verbs,We fight together.,ჩვენ ერთად ვიბრძვით.,
fight,fight_p2p,fight,You (pl) fight,verb-p2p,თქვენ იბრძვით,verb,2,verbs,You (pl) fight for the team.,თქვენ გუნდისთვის იბრძვით.,
fight,fight_p3p,fight,They fight,verb-p3p,ისინი იბრძვიან,verb,2,verbs,They fight for freedom.,ისინი თავისუფლებისთვის იბრძვიან.,
stain,stain,stain,stain,noun,ლაქა,clothing,2,general,There is a coffee stain on my shirt,ჩემს პერანგზე ყავის ლაქაა,
heat,heat,heat,heat,noun,სითბო,nature,2,general,I can feel the heat.,მე ვგრძნობ სითბოს.,Root is თბილი (warm).
teacher,teacher,teacher,Teacher,noun,მასწავლებელი,job,2,general,My teacher is very kind.,ჩემი მასწავლებელი ძალიან კეთილია.,Root is სწავლა (learning).
sugar,sugar,sugar,sugar,noun,შაქარი,food,2,general,I want sugar in my tea.,ჩაიში შაქარი მინდა.,
club,club,club,club,noun,კლუბი,location,2,general,Let's go to the club tonight.,ამაღამ კლუბში წავიდეთ.,
team,team,team,team,noun,გუნდი,society,2,general,What's your favorite team?,რომელია შენი საყვარელი გუნდი?,
note,note,note,note,noun,შენიშვნა,home,2,general,He left me a note.,მან შენიშვნა დამიტოვა.,
lemon,lemon,lemon,lemon,noun,ლიმონი,food,2,general,The lemon is very sour.,ლიმონი ძალიან მჟავეა.,
lie_down,lie_down_inf,lie_down,to lie down,verb-inf,წოლა,verb,2,verbs,I need to lie down.,უნდა დავწვე.,
lie_down,lie_down_p1s,lie_down,I lie down,verb-p1s,მე ვწვები,verb,2,verbs,I lie down on the sofa.,მე დივანზე ვწვები.,
lie_down,lie_down_p2s,lie_down,You lie down,verb-p2s,შენ წვები,verb,2,verbs,You lie down to rest.,შენ დასასვენებლად წვები.,
lie_down,lie_down_p3s,lie_down,He/She/It lies down,verb-p3s,ის წვება,verb,2,verbs,The dog lies down.,ძაღლი წვება.,
